Signal Id,SignalGrowth,Trades,ProfitTrades%,ProfitTrades,LossTrades%,LossTrades,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,MonthlyGrowth,AlgoTrading
1787381,100.93,186,86.55913978,161,13.44086022,25,0.41,11.37,5.03,4.65,12.73,10
1795852,11.3,343,80.4664723,276,19.5335277,67,0.26,11.36,2.07,0.53,1.66,100
1900311,272.71,140,82.85714286,116,17.14285714,24,0.76,11.35,5.35,1.95,105.83,0
1671079,602.82,1761,62.74843839,1105,37.25156161,656,0.11,11.34,2.32,8.44,18.78,98
1818780,635.27,365,63.56164384,232,36.43835616,133,0.14,11.28,2.32,41.67,5.85,1
1782514,62.71,8857,77.85932031,6896,22.14067969,1961,0.09,11.19,1.95,0.42,4.2,88
1896786,64.9,88,70.45454545,62,29.54545455,26,0.49,11.18,1.98,15.39,16.44,0
1899788,3.68,51,68.62745098,35,31.37254902,16,0.35,11.15,6.07,21.6,2.22,86
1818742,337.04,386,56.99481865,220,43.00518135,166,0.05,11.14,2.36,1.7,27.48,39
1612455,514.11,1087,59.52161914,647,40.47838086,440,0.13,11.05,2.2,4.67,1.75,0
1917830,77.99,363,77.41046832,281,22.58953168,82,0.24,11.02,2.51,2.04,18.76,75
1918860,7.61,37,78.37837838,29,21.62162162,8,0.77,11.01,7.65,2.06,7.61,0
1856475,73.37,229,77.29257642,177,22.70742358,52,0.36,11,2.37,0.68,15.79,93
1415131,575.71,818,71.14914425,582,28.85085575,236,0.24,10.94,2.96,44.26,7.99,84
1851577,12.76,635,69.76377953,443,30.23622047,192,0.22,10.91,2.07,1.73,0.55,89
1438904,1674.55,2735,75.46617916,2064,24.53382084,671,0.18,10.88,2.14,14.44,39.21,7
1348776,301.43,365,80,292,20,73,0.36,10.84,3.13,10.03,11.51,20
1822987,214.33,2662,76.48384673,2036,23.51615327,626,0.08,10.81,1.9,67.04,6.59,99
1897014,48.33,849,69.25795053,588,30.74204947,261,0.14,10.76,2.37,10.63,19.06,0
1896326,77.21,349,63.03724928,220,36.96275072,129,0.13,10.75,4.19,98.66,4.01,17
1778551,37.08,301,73.089701,220,26.910299,81,0.33,10.75,2.66,2.53,5.75,100
1636010,53.34,596,72.14765101,430,27.85234899,166,0.31,10.73,2.58,6.26,4.03,99
1913748,222.06,8075,71.62848297,5784,28.37151703,2291,0.08,10.68,2.45,14.18,16.52,98
1897678,54.29,453,87.19646799,395,12.80353201,58,0.2,10.63,2.29,3.63,21.17,100
1689186,87.71,555,75.4954955,419,24.5045045,136,0.19,10.61,1.91,3.07,6.31,97
1910417,18.19,497,68.00804829,338,31.99195171,159,0.22,10.59,2.44,2.23,12.44,99
1933020,17.12,1766,58.26727067,1029,41.73272933,737,0.14,10.55,1.37,0.09,17.12,100
1933020,17.12,1766,58.26727067,1029,41.73272933,737,0.14,10.55,1.37,0.09,17.12,100
1195029,694.08,4619,56.61398571,2615,43.38601429,2004,0,10.52,2.24,148.41,5.31,94
1926686,168.61,1529,65.72923479,1005,34.27076521,524,0,10.52,2.18,2.41,33.44,0
1939509,59.79,668,77.99401198,521,22.00598802,147,0.56,10.36,3.77,2.15,27.37,93
1905195,8.05,38,78.94736842,30,21.05263158,8,0.55,10.35,7.07,21.19,5.53,92
1914380,16.98,96,73.95833333,71,26.04166667,25,0.48,10.33,3,1.17,196.24,0
1802842,119.51,501,80.43912176,403,19.56087824,98,0.24,10.32,2.05,0.42,18.4,0
1936002,46.54,1146,83.68237347,959,16.31762653,187,0.39,10.31,3.57,749.7,46.54,0
1901540,31.61,816,78.30882353,639,21.69117647,177,0.12,10.25,2.81,0.41,25.66,88
1917482,235.31,244,79.91803279,195,20.08196721,49,0.48,10.19,3.56,1.43,29.71,100
1916804,13.98,563,76.37655417,430,23.62344583,133,0.2,10.13,2.92,1.65,10.94,99
1883971,20.84,181,64.64088398,117,35.35911602,64,0.2,10.1,2.14,1.11,8.61,98
1365004,132.64,1807,90.48146099,1635,9.518539015,172,0.15,9.89,2.18,1.62,3.99,98
1102318,105.4,4149,69.36611232,2878,30.63388768,1271,0.06,9.89,1.56,1.36,2.12,100
1894421,81.78,2423,80.89145687,1960,19.10854313,463,0.11,9.84,1.97,2.84,8.7,99
828039,56.81,1623,93.2224276,1513,6.777572397,110,0.16,9.81,2.77,192.78,1.49,0
1071496,270.54,10457,70.60342354,7383,29.39657646,3074,0.04,9.78,1.7,1.37,3.23,100
1312512,937.68,1189,74.60050463,887,25.39949537,302,0.24,9.76,2.21,2.37,112.7,60
1870897,146.09,1086,72.09944751,783,27.90055249,303,0.15,9.76,1.91,1.54,19.82,83
1928096,4.24,196,81.63265306,160,18.36734694,36,0.26,9.74,2.52,0.43,4.24,98
1833792,145.75,2064,90.74612403,1873,9.253875969,191,0.1,9.7,1.88,2.08,42.22,99
1878805,100.86,167,83.23353293,139,16.76646707,28,0.26,9.69,3.41,3.77,30.48,23
1739862,250.55,420,73.80952381,310,26.19047619,110,0.23,9.63,1.84,12.19,20.74,99
1918605,34.7,113,83.18584071,94,16.81415929,19,0.22,9.63,3.63,0.77,29.88,93
1856252,358.21,227,60.35242291,137,39.64757709,90,0.22,9.59,2.13,7.05,31.34,96
1877670,146.63,55,69.09090909,38,30.90909091,17,0.46,9.57,3.24,1.78,20.86,0
1926285,11.22,2160,70.32407407,1519,29.67592593,641,0.07,9.53,1.75,2.23,9.02,99
1717146,40.24,23010,68.99608866,15876,31.00391134,7134,0.03,9.46,1.48,2.56,4.19,99
1764426,601.33,18044,59.98115717,10823,40.01884283,7221,0.03,9.42,1.17,8,5.22,88
1697110,610.46,958,80.48016701,771,19.51983299,187,0.19,9.41,2.34,4.2,10.48,64
1876599,3.77,23,78.26086957,18,21.73913043,5,0.73,9.37,4.8,1.39,2.72,100
1184516,715.47,615,69.43089431,427,30.56910569,188,0.19,9.36,1.65,3.21,8.53,40
1338807,496.28,473,82.66384778,391,17.33615222,82,0.26,9.32,2.73,0.87,2.17,0
1843087,185.93,570,73.50877193,419,26.49122807,151,0.2,9.32,2.22,1.3,22.49,98
841032,1365.66,27189,69.86649012,18996,30.13350988,8193,0.04,9.26,1.85,11.73,4.39,100
1852746,110.2,785,71.84713376,564,28.15286624,221,0.22,9.22,2.2,1.82,6.32,69
1623230,124.9,81,81.48148148,66,18.51851852,15,0.49,9.21,4.92,1.57,4.98,0
1929990,121.56,155,74.83870968,116,25.16129032,39,0.57,9.21,5.09,1.26,121.56,0
1920901,57.07,161,69.56521739,112,30.43478261,49,0.25,9.14,4.35,7.09,9.76,95
1838846,101.34,2545,80.47151277,2048,19.52848723,497,0.08,9.07,2.55,10.44,66.46,99
1729639,59.02,362,82.32044199,298,17.67955801,64,0.32,9.04,3.01,1.63,12.18,100
1790385,222.7,273,75.82417582,207,24.17582418,66,0.31,9,2.24,30.4,25.54,98
1833165,83.5,966,74.74120083,722,25.25879917,244,0.15,8.99,1.96,4.25,18.36,99
1899164,11.67,243,69.13580247,168,30.86419753,75,0.24,8.96,2.49,29.43,7.13,98
1829097,33.63,965,74.50777202,719,25.49222798,246,0.2,8.94,2.19,2.11,1.35,89
1287725,22.67,3978,71.19155354,2832,28.80844646,1146,0.15,8.92,2.01,0.32,2.35,86
1806579,58.64,227,84.5814978,192,15.4185022,35,0.42,8.89,3.38,12.9,14.18,100
1467707,122.19,10189,67.68083227,6896,32.31916773,3293,0.04,8.82,1.13,0.31,6.65,99
1823598,538.58,1399,67.19085061,940,32.80914939,459,0.19,8.79,3.35,4.82,39.58,99
1923257,10.55,2500,99.72,2493,0.28,7,0.08,8.75,3.56,0.16,10.55,99
1934383,4.86,41,70.73170732,29,29.26829268,12,0.52,8.73,4.67,5.92,4.86,100
1933653,3.72,186,91.93548387,171,8.064516129,15,0.3,8.69,3.57,1,3.72,100
1539593,298.02,339,75.81120944,257,24.18879056,82,0.35,8.67,1.97,0.83,-2.29,100
1815172,20.71,212,70.28301887,149,29.71698113,63,0.24,8.67,2.66,2.43,1.9,100
1821595,16.96,246,56.91056911,140,43.08943089,106,0.19,8.66,3.06,6.78,10.94,100
1779567,52.01,264,73.48484848,194,26.51515152,70,0.27,8.65,4.39,,5.4,83
1357266,24.56,254,75.19685039,191,24.80314961,63,0.31,8.65,2.96,2.04,2.97,77
1855883,1040.57,548,75.18248175,412,24.81751825,136,0.17,8.62,1.96,33.66,48.7,0
1918580,9.74,45,66.66666667,30,33.33333333,15,0.22,8.6,2.78,125.49,9.74,97
1869641,288.65,3778,98.96770778,3739,1.032292218,39,0.14,8.59,8.67,0.36,29.26,99
1840710,572.32,309,85.7605178,265,14.2394822,44,0.38,8.53,3.42,0.71,69.41,0
1840710,572.32,309,85.7605178,265,14.2394822,44,0.38,8.53,3.42,0.71,69.41,0
1805452,165.95,155,85.16129032,132,14.83870968,23,0.33,8.52,4.4,1.74,29.94,0
1729929,297.27,240,80.41666667,193,19.58333333,47,0.22,8.51,2.39,11.02,11.78,100
1881631,60.63,137,76.64233577,105,23.35766423,32,0.29,8.49,2.46,158.66,18.74,90
1908555,138.19,915,69.3989071,635,30.6010929,280,0.24,8.47,1.69,3.22,6.06,0
1939203,201.45,164,89.63414634,147,10.36585366,17,0.37,8.45,2.96,1.23,12.17,100
1923661,11.48,181,75.69060773,137,24.30939227,44,0.22,8.45,2.07,0.63,11.48,94
1794380,172.32,491,71.07942974,349,28.92057026,142,0.24,8.43,2.23,2.27,32.8,0
1895442,32.6,59,62.71186441,37,37.28813559,22,0.41,8.4,1.76,5.6,10.12,0
1941858,26.5,164,75.6097561,124,24.3902439,40,0.38,8.4,6.05,1.62,26.5,85
1387996,785.04,1280,79.84375,1022,20.15625,258,0.17,8.39,1.73,2.04,2.3,99
1853609,53.61,94,70.21276596,66,29.78723404,28,0.31,8.31,3.09,4.84,11.11,100
1912421,123.08,1422,60.82981716,865,39.17018284,557,0.15,8.3,1.63,0.85,16.52,0
865902,76.84,3838,75.76862949,2908,24.23137051,930,0.19,8.3,2,1.72,2.8,76
1601679,32.76,442,57.239819,253,42.760181,189,0.1,8.28,1.79,8.43,3.07,98
1735873,195.2,595,65.04201681,387,34.95798319,208,0.14,8.2,2.13,10.47,2.58,9
1804606,68.74,1354,54.94830133,744,45.05169867,610,0.06,8.15,1.18,9.13,8.21,0
1806093,47.57,71,70.42253521,50,29.57746479,21,0.54,8.12,3.57,5.6,11.67,100
1738189,558.62,3038,75.08229098,2281,24.91770902,757,0.06,8.11,1.78,1.98,3.62,100
1864235,32.67,1144,61.1013986,699,38.8986014,445,0.1,8.09,1.93,2.86,8.95,99
1733865,152.8,568,69.71830986,396,30.28169014,172,0.29,8.05,2.48,2.21,24.13,99
1526229,563.88,3858,74.36495594,2869,25.63504406,989,0.16,8.02,1.46,1.23,12.99,99
1823483,494.65,3149,75.89711019,2390,24.10288981,759,0.09,8.02,1.73,170.72,5.93,95
1782516,74.28,8426,78.77996677,6638,21.22003323,1788,0.07,8,2.02,0.49,5.67,85
1654999,79.18,1362,55.21292217,752,44.78707783,610,0.06,7.92,1.17,60.26,5.4,0
1911667,24.99,1343,65.74832465,883,34.25167535,460,0.09,7.91,2.12,3.31,23.69,100
1725774,221.91,329,68.69300912,226,31.30699088,103,0.23,7.9,2.74,7.58,3.37,0
1755063,98.53,2210,67.60180995,1494,32.39819005,716,0.14,7.85,1.76,0.6,4.25,67
1774188,1624.16,1444,83.51800554,1206,16.48199446,238,0.57,7.84,3.12,17.62,45.06,62
1902981,31.48,7602,62.75980005,4771,37.24019995,2831,0.08,7.83,1.72,3.17,17.96,99
1881815,164.62,126,77.77777778,98,22.22222222,28,0.55,7.78,3.28,2.87,50.64,82
1936754,24.9,1381,67.70456191,935,32.29543809,446,0.13,7.78,2.27,57.69,3.02,56
1853902,31.45,288,69.79166667,201,30.20833333,87,0.2,7.7,1.79,0.91,7.31,99
1684301,151.74,315,51.74603175,163,48.25396825,152,0.22,7.67,1.52,0.1,13.45,100
1922676,69.38,54,66.66666667,36,33.33333333,18,0.33,7.67,5.42,38.64,69.38,100
1175589,480.75,2167,78.86479003,1709,21.13520997,458,0.12,7.66,1.6,1.11,8.32,100
1864523,44.03,723,75.65698479,547,24.34301521,176,0.17,7.66,2.22,4.79,15.27,100
1538827,740.03,3262,75.13795218,2451,24.86204782,811,0.1,7.65,1.91,3.99,10.77,99
1773168,58.61,612,84.80392157,519,15.19607843,93,0.15,7.64,2.03,1.55,8.77,100
1772361,143.94,673,62.10995542,418,37.89004458,255,0.14,7.62,1.67,3.21,14.1,5
1727733,38.27,235,71.91489362,169,28.08510638,66,0.16,7.6,2.37,1.58,8.24,99
1619232,445.44,2357,72.63470513,1712,27.36529487,645,0.08,7.56,1.66,1.34,7.78,100
1056128,181.69,4485,68.74024526,3083,31.25975474,1402,0.14,7.56,1.54,0.61,-16.4,98
1867001,63.58,39,79.48717949,31,20.51282051,8,0.49,7.55,5.58,17.74,32.64,53
1667769,36.75,477,75.47169811,360,24.52830189,117,0.17,7.54,2.25,1.21,4.94,71
1875921,13.39,45,95.55555556,43,4.444444444,2,0.75,7.48,7.2,1.82,0.95,0
1926941,14.71,38,84.21052632,32,15.78947368,6,0.56,7.45,4.46,2.32,14.71,100
1591135,87.9,4476,63.31546023,2834,36.68453977,1642,0.09,7.44,2.13,10.56,2.83,98
1531821,43.16,1496,63.43582888,949,36.56417112,547,0.17,7.39,2.14,15.87,2.2,98
1191406,152.01,2720,54.74264706,1489,45.25735294,1231,0.07,7.38,1.48,6.66,3.15,99
1859252,117.48,473,83.93234672,397,16.06765328,76,0.21,7.31,2.03,1.71,3.96,43
1495891,59.74,2159,75.266327,1625,24.733673,534,0.09,7.31,1.75,46.21,4.8,98
1521998,417.21,470,47.44680851,223,52.55319149,247,0.19,7.28,1.82,43.17,44.16,99
1396184,44.8,1279,87.64659891,1121,12.35340109,158,0.09,7.28,1.53,0.58,3.83,99
1747319,30.58,10350,63.84541063,6608,36.15458937,3742,0.11,7.25,1.78,2.75,1.21,99
1790688,307.73,710,80.98591549,575,19.01408451,135,0.45,7.22,3.23,3.72,21.53,74
1941952,14.79,85,68.23529412,58,31.76470588,27,0.25,7.2,2.22,0.87,12.53,97
1661058,295.69,1515,76.69966997,1162,23.30033003,353,0.09,7.19,1.66,0.62,4.92,95
1614239,58.45,2814,65.88486141,1854,34.11513859,960,0.05,7.19,1.33,0.52,4.46,100
1193307,7.66,5506,75.15437704,4138,24.84562296,1368,0.11,7.18,1.59,1.06,-4.52,99
1891113,42.32,35,77.14285714,27,22.85714286,8,0.43,7.17,3.27,1.89,20.71,0
1747480,181.29,1636,79.52322738,1301,20.47677262,335,0.07,7.1,2.23,3.3,17.88,93
1646236,84.96,348,44.25287356,154,55.74712644,194,0.16,7.09,1.71,7.32,6.47,0
1856053,55.61,31,83.87096774,26,16.12903226,5,0.67,7.09,3.87,1.04,5.24,0
1885162,28.02,88,73.86363636,65,26.13636364,23,0.49,7.07,3.29,1.55,13.29,0
1342817,173.23,308,71.1038961,219,28.8961039,89,0.25,7.02,2.46,8.81,9.54,100
1353057,78.85,239,83.68200837,200,16.31799163,39,0.28,7,2.88,3.3,1.24,100
1939569,12.92,28,67.85714286,19,32.14285714,9,0.53,6.96,4.17,3.31,9.86,0
1689589,28.19,259,76.44787645,198,23.55212355,61,0.22,6.93,2.29,2.18,2.4,99
1875453,183.98,53,75.47169811,40,24.52830189,13,0.58,6.91,3.67,1.73,36.54,100
1618431,106.79,1679,38.951757,654,61.048243,1025,0.09,6.91,1.57,262.29,20.74,58
1243950,270.02,578,43.7716263,253,56.2283737,325,0.08,6.89,1.92,106.51,21.16,100
726729,709.41,7099,86.70235244,6155,13.29764756,944,0.11,6.86,2.06,2.55,3.43,99
1859432,596.36,2528,76.78006329,1941,23.21993671,587,0.19,6.8,2.01,0.66,19.17,100
1864324,257.37,159,75.47169811,120,24.52830189,39,0.25,6.8,4.6,19.6,-38.6,0
1757266,55.91,819,74.72527473,612,25.27472527,207,0.14,6.8,1.76,0.54,2.33,99
1918323,6.77,31,83.87096774,26,16.12903226,5,0.38,6.75,3.6,43.69,6.66,96
1923869,1.91,65,76.92307692,50,23.07692308,15,0.3,6.73,4.97,2.16,1.91,98
1428074,220.91,1209,77.33664185,935,22.66335815,274,0.12,6.72,1.7,0.5,7.36,91
1922680,39.12,57,78.94736842,45,21.05263158,12,0.28,6.71,6.25,20.62,39.12,100
1922680,39.12,57,78.94736842,45,21.05263158,12,0.28,6.71,6.25,20.62,39.12,100
1859257,59.51,1434,70.50209205,1011,29.49790795,423,0.1,6.69,1.98,1.62,14.31,98
1861217,326.28,2128,54.22932331,1154,45.77067669,974,0.05,6.66,1.46,0.92,11.32,96
1926857,45.93,592,89.69594595,531,10.30405405,61,0.27,6.65,4.39,157.46,28.97,5
1755281,160.84,1239,87.16707022,1080,12.83292978,159,0.08,6.63,1.87,8.1,9.32,100
1889025,359.83,555,50.81081081,282,49.18918919,273,0.11,6.6,1.84,2.84,22.88,98
1728395,31.37,238,71.8487395,171,28.1512605,67,0.27,6.59,1.65,0.13,0.39,99
1935397,87.05,326,78.2208589,255,21.7791411,71,0.16,6.58,1.82,0.53,87.05,100
1800209,74.71,1340,55.07462687,738,44.92537313,602,0.06,6.55,1.17,3.62,8.59,0
1815176,17.16,167,81.43712575,136,18.56287425,31,0.31,6.55,2.93,1.03,3.33,100
1938869,8.19,484,81.40495868,394,18.59504132,90,0.15,6.55,1.64,0.51,8.19,97
1927535,6.88,267,74.15730337,198,25.84269663,69,0.19,6.48,2.4,2.57,6.88,99
1753341,1.11,174,90.8045977,158,9.195402299,16,0.4,6.46,2.26,0.64,-3.01,100
1639530,1005.77,4307,54.93382865,2366,45.06617135,1941,0.07,6.42,1.34,1.21,-10.37,98
1851442,75.06,116,91.37931034,106,8.620689655,10,0.27,6.41,3.69,18.01,26.06,100
1921568,4.62,123,73.17073171,90,26.82926829,33,0.39,6.41,2.37,6.03,4.62,0
995747,55.99,835,88.26347305,737,11.73652695,98,0.35,6.4,2.92,2.76,1.15,0
1740113,121.63,6373,64.44374706,4107,35.55625294,2266,0.08,6.38,1.39,2.69,17.81,94
1824531,54.32,432,88.19444444,381,11.80555556,51,0.12,6.38,1.87,1.11,10.54,100
1669167,122.92,996,66.46586345,662,33.53413655,334,0.16,6.33,1.65,1.25,7,100
1896658,27.88,1099,78.52593267,863,21.47406733,236,0.17,6.33,2.26,1.31,15.99,98
1896658,27.88,1099,78.52593267,863,21.47406733,236,0.17,6.33,2.26,1.31,15.99,98
1759581,37.16,1404,75.28490028,1057,24.71509972,347,0.08,6.32,1.84,5.35,0,67
1870146,167.18,191,78.0104712,149,21.9895288,42,0.21,6.3,1.95,31.38,36.04,38
1760395,57.66,365,92.05479452,336,7.945205479,29,0.3,6.29,4.04,3.8,4.94,94
1923874,246.85,32,65.625,21,34.375,11,0.32,6.28,2.7,38.57,29.68,0
1857468,87.13,1555,74.21221865,1154,25.78778135,401,0.21,6.26,2.96,560.26,9.01,0
1871334,81.53,861,98.02555168,844,1.974448316,17,0.28,6.24,4.97,0.47,3.86,99
1767609,53.49,270,66.66666667,180,33.33333333,90,0.26,6.23,2.27,126.37,7.95,0
1829136,98.97,352,72.72727273,256,27.27272727,96,0.21,6.22,2.3,1.94,7.65,75
1213155,508.95,2957,68.78593169,2034,31.21406831,923,0.04,6.21,1.48,2.94,1.04,100
981507,135.36,3773,37.4503048,1413,62.5496952,2360,0.04,6.18,1.23,91.78,21.66,38
1794896,345.14,275,58.90909091,162,41.09090909,113,0.21,6.16,2.27,2.23,102.73,0
1840643,78.03,578,66.78200692,386,33.21799308,192,0.18,6.14,1.72,0.93,20.07,0
1838707,92.08,173,71.0982659,123,28.9017341,50,0.23,6.13,2.09,5.32,33.27,98
1929457,49.56,707,67.89250354,480,32.10749646,227,0.22,6.13,1.86,0.63,49.56,6
1907516,28.82,2296,90.0261324,2067,9.973867596,229,0.04,6.09,2.2,1.13,0.98,95
1933332,11.91,39,94.87179487,37,5.128205128,2,0.53,6.09,4.05,1.12,11.91,94
1684315,168.22,220,81.36363636,179,18.63636364,41,0.2,6.08,2.71,50.04,2.64,100
1942610,55.65,87,73.56321839,64,26.43678161,23,0.47,6.06,2.98,0.97,27.67,91
1279728,315.79,881,77.18501703,680,22.81498297,201,0.15,6.05,1.61,0.43,-0.78,77
1864807,135.73,4116,57.65306122,2373,42.34693878,1743,0.04,6.03,1.35,7.88,4.03,99
1836732,9.32,517,75.62862669,391,24.37137331,126,0.14,6.03,1.63,17.11,1.62,93
1935622,214.94,6369,70.60763071,4497,29.39236929,1872,0.03,6.02,2.05,35.81,20.19,99
1856139,205.8,42,80.95238095,34,19.04761905,8,0.51,6.02,4.24,0.49,43.03,92
1792976,260.34,408,87.74509804,358,12.25490196,50,0.17,6,2.18,6.38,17.56,100
1910431,92.56,44,56.81818182,25,43.18181818,19,0.36,6,2.5,47.73,18.24,97
1841158,142.23,165,75.15151515,124,24.84848485,41,0.29,5.96,2.87,4.04,10.4,95
1839522,10.33,32,93.75,30,6.25,2,0.62,5.94,6.94,9.62,2.44,0
1864308,95.12,38,76.31578947,29,23.68421053,9,0.55,5.91,2.96,2.5,31.16,100
1260677,240.86,1587,93.19470699,1479,6.805293006,108,0.11,5.89,1.87,0.45,10.07,99
1924828,52.41,65,89.23076923,58,10.76923077,7,0.54,5.89,3.65,0.94,52.41,0
1941010,45.31,607,80.5601318,489,19.4398682,118,0.11,5.87,2.4,1.64,45.31,98
1861786,189.64,487,75.97535934,370,24.02464066,117,0.19,5.86,2.02,19.62,41,93
1302291,131.16,2221,76.04682575,1689,23.95317425,532,0.11,5.85,1.42,1.19,0.05,100
1897532,449.68,406,98.02955665,398,1.97044335,8,0.71,5.84,6.84,3.02,88.93,0
1892878,77.41,143,68.53146853,98,31.46853147,45,0.34,5.84,2.84,5.54,38.23,82
1839194,126.97,2147,66.88402422,1436,33.11597578,711,0.13,5.81,1.93,0.15,23.47,78
1827355,41.77,284,71.47887324,203,28.52112676,81,0.17,5.81,1.97,0.71,2.8,100
1896662,14.56,1069,78.11038354,835,21.88961646,234,0.16,5.79,2.18,1.26,8.26,99
499222,542.19,3720,68.8172043,2560,31.1827957,1160,0.07,5.76,1.59,4.2,4.81,99
1694904,112.48,4462,68.53428956,3058,31.46571044,1404,-0.01,5.76,1.2,0.97,-10.59,98
1333772,236.21,1499,58.90593729,883,41.09406271,616,0.16,5.74,1.8,7.45,5.13,99
1787507,19.51,88,84.09090909,74,15.90909091,14,0.56,5.72,4.34,2.27,5.22,0
1030998,89.72,232,45.68965517,106,54.31034483,126,0.15,5.67,1.69,2.74,5.4,0
1868467,40.85,974,70.73921971,689,29.26078029,285,0.11,5.67,1.77,1.72,15.48,86
1897209,14.68,129,83.72093023,108,16.27906977,21,0.31,5.64,3.54,2.04,1.32,0
1806501,34.92,7636,76.95128339,5876,23.04871661,1760,0.07,5.61,1.84,0.35,3.08,90
1918306,39.75,472,61.86440678,292,38.13559322,180,0.15,5.6,1.82,1.51,7.84,0
1526569,91.05,1178,79.71137521,939,20.28862479,239,0.06,5.59,1.41,38.66,4.45,100
1843891,15.98,43,60.46511628,26,39.53488372,17,0.28,5.57,1.99,0.96,5.22,93
1853821,13.11,313,56.86900958,178,43.13099042,135,0.16,5.56,1.84,2.01,4.24,100
1934892,4.7,1696,74.70518868,1267,25.29481132,429,0.09,5.55,1.67,0.16,4.7,99
1328460,43.64,367,70.84468665,260,29.15531335,107,0.26,5.53,2.34,1.11,4.07,100
931529,194.22,1487,77.67316745,1155,22.32683255,332,0.07,5.52,1.41,13.46,1.32,100
1761020,44.88,79,74.6835443,59,25.3164557,20,0.46,5.51,3.44,4.81,7.17,93
1903628,33.08,178,86.51685393,154,13.48314607,24,0.18,5.51,2.56,1.66,15.82,99
1615688,104.01,1512,55.88624339,845,44.11375661,667,0.06,5.45,1.19,266.95,7.33,1
1615688,104.01,1512,55.88624339,845,44.11375661,667,0.06,5.45,1.19,266.95,7.33,1
1290661,-2.15,1297,59.36777178,770,40.63222822,527,0.12,5.43,1.69,22.49,3.35,97
1355749,344.12,841,77.28894174,650,22.71105826,191,0.21,5.42,2.01,0.18,0.54,100
1332124,70.79,243,77.77777778,189,22.22222222,54,0.19,5.4,2.5,24.3,5.09,100
1883437,20.06,279,34.40860215,96,65.59139785,183,0.14,5.4,1.58,217.41,12.53,49
1843913,230.22,824,78.6407767,648,21.3592233,176,0.13,5.37,1.92,1.59,26.42,99
1880913,14.72,128,98.4375,126,1.5625,2,0.36,5.37,7.62,0.33,3.35,0
1802208,58.38,417,75.29976019,314,24.70023981,103,0.16,5.33,2.51,4.23,7.19,100
1931624,21.65,19,84.21052632,16,15.78947368,3,0.61,5.33,3.31,2.13,21.65,84
1690734,497.32,589,72.6655348,428,27.3344652,161,0.14,5.3,1.9,14.74,14.72,100
1932193,3.63,50,64,32,36,18,0.24,5.27,1.95,0.73,3.63,80
1543908,158.2,2146,64.39888164,1382,35.60111836,764,0.15,5.26,1.95,1.06,3.47,100
1892357,361.58,1017,69.41986234,706,30.58013766,311,0.1,5.24,2.37,1.51,11.93,95
1849346,19.91,84,71.42857143,60,28.57142857,24,0.36,5.24,3.12,2.37,3.74,0
1867317,34.11,218,87.6146789,191,12.3853211,27,0.34,5.23,2.8,7.69,13.46,82
1903596,297.06,299,76.92307692,230,23.07692308,69,0.24,5.22,2.13,1.99,25.31,98
1858257,28.78,438,75.34246575,330,24.65753425,108,0.14,5.22,1.6,0.66,1.38,28
1401068,158.11,13835,71.31189013,9866,28.68810987,3969,0.05,5.21,1.51,0.81,12.31,99
1731496,21.64,175,83.42857143,146,16.57142857,29,0.42,5.2,4.04,1.78,3.35,99
1905703,172.86,105,88.57142857,93,11.42857143,12,0.32,5.19,3.24,8.23,14.82,0
1892323,91.47,150,68,102,32,48,0.27,5.19,2.47,2.9,29.53,96
1768504,67.65,557,71.45421903,398,28.54578097,159,0.14,5.19,1.69,11.1,7.81,100
1925673,27.46,20,75,15,25,5,0.52,5.19,3.42,12.92,27.46,0
1274869,481.48,754,77.18832891,582,22.81167109,172,0.23,5.17,1.65,0.82,-0.14,74
1928504,14.78,93,81.72043011,76,18.27956989,17,0.26,5.17,2.6,1.59,14.78,100
1550360,281.3,635,81.57480315,518,18.42519685,117,0.11,5.15,1.46,12.35,23.83,98
1767013,66.98,227,46.69603524,106,53.30396476,121,0.19,5.15,1.4,0.3,15.55,100
1907548,90.47,229,66.37554585,152,33.62445415,77,0.31,5.12,2.42,3.63,27.16,100
1684305,250.84,392,52.29591837,205,47.70408163,187,0.18,5.11,1.39,0.12,18.31,100
1839029,89.54,309,66.34304207,205,33.65695793,104,0.14,5.11,1.55,0.79,-0.26,89
1449820,-100,720,72.22222222,520,27.77777778,200,0.21,5.07,1.57,5.17,-100,69
1888377,1202.24,742,78.43665768,582,21.56334232,160,0.33,5.06,2.36,4.67,49.02,13
1851616,116.74,278,70.86330935,197,29.13669065,81,0.18,5.06,2.42,2.73,14.93,99
1724178,2935.63,4819,96.6383067,4657,3.361693297,162,0.2,5.05,2.46,0.73,-19.85,0
1841341,220.43,120,74.16666667,89,25.83333333,31,-0.08,5.04,3.15,5.9,45.05,8
1833399,51.53,266,91.72932331,244,8.270676692,22,0.18,5.03,1.96,8.34,2.33,100
1590721,53.62,137,78.83211679,108,21.16788321,29,0.32,5.02,2.25,4.05,5.49,100
1891953,40.36,33,78.78787879,26,21.21212121,7,0.47,5.02,3.42,6.1,8.38,0
1794327,440.72,219,61.64383562,135,38.35616438,84,0.15,5.01,1.57,5.38,36.57,14
1809558,49.68,299,71.57190635,214,28.42809365,85,0.13,5.01,1.68,1.53,6.65,100
1931121,8.56,221,75.56561086,167,24.43438914,54,0.16,5,1.63,0.39,8.56,94
