Signal Id,SignalGrowth,Trades,ProfitTrades,LossTrades,BestTrades,WorstTrades,GrossProfit,GrossLoss,SharpeRatio,RecoveryFactor,ProfitFactor,ExpectedPayoff,MonthlyGrowth,AlgoTrading
1368784,1714.22,1901,1425,476,28.95,-156.79,4836.24,-3579.24,0.13,4.94,1.35,0.66,-2.23,95
1771522,312.47,409,285,124,113.32,-95.4,3235.85,-1227.21,0.25,13.03,2.64,4.91,20.54,0
1333772,236.21,1499,883,616,1793.4,-301.49,25187.36,-14015.19,0.16,5.74,1.8,7.45,5.13,99
1619669,280.57,296,175,121,766.31,-749.72,25991.44,-21396.08,0.12,1.46,1.21,15.52,-4.46,26
1790688,307.73,710,575,135,49.99,-32.33,3818.9,-1181.16,0.45,7.22,3.23,3.72,21.53,74
1486635,506.77,205,90,115,738.12,-546.86,17182.77,-11782.62,0.15,2.73,1.46,26.34,-6.03,0
1175589,480.75,2167,1709,458,277.66,-73.8,6388.6,-3982.08,0.12,7.66,1.6,1.11,8.32,100
1437154,259.85,1107,808,299,62.38,-147.38,1421.18,-1565.05,0,-0.2,0.91,-0.13,5.44,95
1888448,627.48,458,310,148,11.71,-7.86,614.24,-257.69,0.44,1.91,2.38,0.78,6.89,100
1800017,94.11,881,626,255,374.36,-967.54,10666.85,-8896.05,0.07,0.62,1.2,2.01,-47.24,98
1473495,251.53,1181,680,501,63.47,-63.32,6396.73,-4687.92,0.14,4.12,1.36,1.45,3.17,100
1794327,440.72,219,135,84,191.53,-137.47,3227.66,-2049.43,0.15,5.01,1.57,5.38,36.57,14
956328,381.78,3271,2331,940,9.61,-15.54,2037.59,-1655.81,0.07,3.63,1.23,0.12,8.98,99
1869110,75.5,477,454,23,37.55,-163.95,1292.16,-537.19,0.17,3.78,2.41,1.58,20.92,0
1765169,248.6,1697,1312,385,209.59,-233.51,3195.06,-1940.72,0.07,4.17,1.65,0.74,10.81,60
1739862,250.55,420,310,110,618.11,-237.72,11220.62,-6099.42,0.23,9.63,1.84,12.19,20.74,99
1560883,229.55,766,596,170,3.24,-6.77,302.62,-162.93,0.28,14.25,1.86,0.18,0.99,75
721761,304.21,1640,1313,327,130.31,-249.52,16911.49,-10912.13,0.15,1.84,1.55,3.66,4.34,98
1620214,638.01,462,363,99,121.84,-75.45,2974.54,-857.85,0.38,19.1,3.47,4.58,20.57,100
1697110,610.46,958,771,187,181.6,-272.4,7017.31,-2995.63,0.19,9.41,2.34,4.2,10.48,64
1339793,230.32,1748,1271,477,64.24,-151.21,1546.44,-1095.02,0.07,2.24,1.41,0.26,22.44,99
1818700,394.2,340,249,91,79.79,-47.14,3573.01,-1007.32,0.34,16.4,3.55,7.55,6.58,0
1738189,558.62,3038,2281,757,787.48,-162.77,13696.14,-7685.56,0.06,8.11,1.78,1.98,3.62,100
1577690,223.29,3075,2179,896,2775.48,-1468.54,124522.6,-57508.68,0.16,19.66,2.17,21.79,5.95,100
1775340,204.99,86,67,19,59.42,-25.85,323.72,-122.58,0.26,4.59,2.64,2.34,-4.64,0
1428074,220.91,1209,935,274,59.06,-30.26,1459.79,-858.24,0.12,6.72,1.7,0.5,7.36,91
884935,200.44,896,681,215,18.69,-31.59,900.03,-633.32,0.16,2.13,1.42,0.3,-1.92,99
1657121,206.58,625,439,186,96.91,-37.1,2771.29,-1015.21,0.18,12.73,2.73,2.81,5.77,89
980283,1019.11,2974,2297,677,119.76,-115.98,8863.92,-3584.1,0.18,33.35,2.47,1.78,6.09,99
1773532,10.8,1018,702,316,293.12,-63.18,2433.03,-1760.14,0.07,3.44,1.38,0.66,-57.27,86
1766402,216.09,508,389,119,116.4,-40.96,2066.91,-954.04,0.21,11.54,2.17,2.19,17.49,0
1862446,213.33,273,180,93,229.01,-61.11,3357.89,-1197.47,0.26,18.37,2.8,7.91,21.64,93
1735873,195.2,595,387,208,706.98,-185.05,11722.84,-5493.47,0.14,8.2,2.13,10.47,2.58,9
1747476,218.38,2465,1953,512,2768.01,-280.68,14598.75,-7561.33,0.04,3.88,1.93,2.85,19.01,95
1816578,194.04,1320,934,386,350,-400.5,41897.92,-19160.28,0.19,25.99,2.19,17.23,1.61,0
1904950,240.39,1058,763,295,81.67,-75.02,2700.54,-1456.72,0.19,16.29,1.85,1.18,15.73,98
1232864,182.26,603,437,166,734.63,-124.15,5636.42,-1891.89,0.16,4.99,2.98,6.21,10.57,99
1102360,174.05,6945,5242,1703,566.42,-138.85,26078.92,-16809.39,0.07,13.93,1.55,1.33,2.83,100
1774107,175.68,908,657,251,840.71,-25.36,3905.6,-1252.78,0.06,17.29,3.12,2.92,8.42,99
1802508,-50.84,132,108,24,27.01,-195.09,265.55,-316.39,0.03,-0.22,0.84,-0.39,-79.64,99
1342817,173.23,308,219,89,354.64,-111.84,4574.36,-1860.41,0.25,7.02,2.46,8.81,9.54,100
1904592,469.14,1849,1410,439,60,-60.19,4124.96,-3097.02,0.07,3.37,1.33,0.56,23.58,24
1889903,22.39,225,158,67,14.02,-5.53,362.06,-92.63,0.47,12.3,3.91,1.2,10.01,58
1849190,107.85,282,233,49,210.09,-120.03,4816.05,-1112.23,0.46,14.96,4.33,13.13,8.17,70
1454267,273.7,287,228,59,196.24,-556.6,14718.79,-9244.74,0.15,2.62,1.59,19.07,19.45,97
1521998,417.21,470,223,247,1095.12,-691.39,45055.72,-24765.84,0.19,7.28,1.82,43.17,44.16,99
1851162,175.99,715,496,219,30.78,-10.58,1013.5,-344.44,0.25,21.94,2.94,0.94,11.55,100
1842919,178.24,402,290,112,20.66,-33.77,953.06,-596.58,0.18,3.04,1.6,0.89,23.93,80
1858561,118.31,229,143,86,47.45,-68.3,1188.71,-833.78,0.16,1.62,1.43,1.55,1.83,0
1748758,315.34,99,82,17,47.45,-32.38,463.03,-242.57,0.22,1.61,1.91,2.23,5.82,100
1821711,162.37,1301,948,353,21.66,-23.98,2810.6,-1172.59,0.25,63.91,2.4,1.26,6.08,100
1794386,151.71,1848,1392,456,853.83,-271.2,18426.98,-13151.17,0.08,3.02,1.4,2.85,4.54,99
1855005,148.56,407,282,125,82.46,-23.97,781.67,-457.16,0.12,2.59,1.71,0.8,7.06,93
1852765,134.59,243,186,57,144.9,-100.75,1389.23,-747.29,0.18,3.57,1.86,2.64,-3.64,92
1772361,143.94,673,418,255,98.67,-164.51,5386.42,-3227.39,0.14,7.62,1.67,3.21,14.1,5
1747480,181.29,1636,1301,335,1347.2,-153.99,9786.11,-4384.25,0.07,7.1,2.23,3.3,17.88,93
1734270,45.82,253,197,56,35.12,-68.2,715.49,-450.62,0.13,3.4,1.59,1.05,-40.69,98
1176110,270.92,462,323,139,215,-126,3559.09,-2468.26,0.12,3.76,1.44,2.36,1.46,86
1438708,88.61,442,174,268,1156.22,-944.8,40465.72,-31540.63,0.09,1.84,1.28,20.19,-27.78,92
1662008,101.62,819,619,200,89.04,-111.97,8370.53,-7463.09,0.1,1.05,1.12,1.11,-19.84,99
1379486,132.17,540,348,192,96.67,-116,12356.11,-9521.53,0.14,4.84,1.3,5.25,5.31,0
1861786,189.64,487,370,117,1365.31,-469.88,18964.76,-9408.91,0.19,5.86,2.02,19.62,41,93
1792156,123.71,220,126,94,5.1,-6.32,608.1,-484.42,0.17,1.18,1.26,0.56,-10.95,100
1673465,446.27,336,237,99,75.78,-118.23,2046.62,-1700.39,0.12,1.15,1.2,1.03,-15.67,47
1463760,81.46,5232,3562,1670,384.6,-914.66,70281.22,-64946.58,0.07,1.39,1.08,1.02,-11.2,91
1733865,152.8,568,396,172,61.79,-24.15,2108.42,-850.6,0.29,8.05,2.48,2.21,24.13,99
1539593,298.02,339,257,82,10.37,-15.49,568.62,-288.48,0.35,8.67,1.97,0.83,-2.29,100
1355749,344.12,841,650,191,2.33,-4.75,304.22,-151.18,0.21,5.42,2.01,0.18,0.54,100
1352590,713.49,9958,6715,3243,2316.67,-1623.95,108943.94,-88842.95,0.04,4.13,1.23,2.02,-2.47,98
1349944,285.72,2682,1330,1352,298.48,-187.53,25170.87,-21415.12,0.05,4.15,1.18,1.4,-8.14,99
1669167,122.92,996,662,334,113.97,-52.18,3158.69,-1910.13,0.16,6.33,1.65,1.25,7,100
708479,129.25,1837,1382,455,233.39,-544.68,33678.34,-32211.97,0.05,0.35,1.05,0.8,9.83,97
1609804,-97.75,2702,1948,754,243.92,-1145.65,7295.35,-8143.11,0,-0.34,0.9,-0.31,-99.08,98
1395432,115.15,694,503,191,124.54,-114.37,1333.75,-924.5,0.09,3.58,1.44,0.59,-6.82,99
1708317,313.08,470,374,96,4330.47,-1312.63,37838.21,-11672.58,0.16,14.04,3.24,55.67,24.73,93
1727318,123.46,2150,1521,629,1862.08,-456.53,71166.18,-28002.48,0.17,26.74,2.54,20.08,15.92,99
1800927,129.54,1330,1013,317,1044.38,-356.16,20838.4,-8768.32,0.18,12.65,2.38,9.08,14.65,100
1734127,111.15,1466,1148,318,162.46,-343.26,9876.17,-7444.16,0.09,3.12,1.33,1.66,-4.6,99
1543908,158.2,2146,1382,764,160.67,-68.34,4674.55,-2394.12,0.15,5.26,1.95,1.06,3.47,100
1732925,192.65,1642,638,1004,60.72,-70.34,3220.78,-2718.51,0.06,2.98,1.18,0.31,-9.69,100
984345,145.53,2771,1856,915,36.75,-58.04,4614.3,-3450.03,0.07,2.44,1.34,0.42,4.08,100
1755281,160.84,1239,1080,159,1394.72,-386.6,21568.86,-11534.15,0.08,6.63,1.87,8.1,9.32,100
1548291,114.29,1925,1275,650,451.5,-443.92,20147.67,-12059.44,0.12,18.22,1.67,4.2,2.78,96
1851616,116.74,278,197,81,120.95,-30.35,1292.33,-533.09,0.18,5.06,2.42,2.73,14.93,99
1825005,129.02,1347,974,373,43.53,-61.62,3199.8,-1867.61,0.18,3.59,1.71,0.99,28.09,97
1511883,226.25,475,475,0,7.26,0,2758.11,0,3.26,0,-9999999999,5.81,2.59,98
1333106,291.23,1642,1117,525,516.12,-381.78,13893,-8068.48,0.1,15.26,1.72,3.55,1.98,100
1766188,184.99,877,607,270,40.14,-67.14,3303.26,-2748.97,0.08,1.33,1.2,0.63,41.38,0
1759278,177.85,1829,1412,417,1365.89,-508.46,18302.18,-12491.21,0.06,3.89,1.47,3.18,34.02,99
1892660,55.2,85,40,45,26.29,-11.62,707.69,-446.17,0.28,2.62,1.59,3.08,-9.16,0
1852746,110.2,785,564,221,79.12,-19.42,2608.7,-1183.68,0.22,9.22,2.2,1.82,6.32,69
1673223,221.98,9087,5564,3523,280.27,-146.2,28381.38,-14611.58,0.11,17.82,1.94,1.52,3.42,99
1912421,123.08,1422,865,557,37.64,-30.33,3116.63,-1913.89,0.15,8.3,1.63,0.85,16.52,0
1905703,172.86,105,93,12,86.7,-109.56,1249.47,-385.15,0.32,5.19,3.24,8.23,14.82,0
1851612,200.71,416,301,115,72.69,-14.68,2003.94,-648.07,0.33,16.44,3.09,3.26,17.5,88
1102318,105.4,4149,2878,1271,668.28,-100.45,15661.38,-10010.92,0.06,9.89,1.56,1.36,2.12,100
1788700,90.28,562,253,309,7.24,-4.58,378.91,-310.04,0.09,2.08,1.22,0.12,7.97,98
1795925,104.85,485,370,115,65.5,-36.08,1897.41,-850.04,0.26,15.69,2.23,2.16,11.55,100
1865131,118.23,451,343,108,21.44,-12.74,616.26,-290.79,0.22,18.56,2.12,0.72,20.35,100
1909561,267.89,561,548,13,183.04,-3168.3,9988.22,-9031.56,0.06,0.13,1.11,1.71,-26.21,0
1769128,312.03,1326,986,340,174.9,-110.28,7087.47,-3967.16,0.11,4.15,1.79,2.35,23.65,90
1818068,67.24,120,92,28,47.88,-19.02,828.52,-156.1,0.55,16.41,5.31,5.6,14.03,98
1729646,113.13,738,571,167,113.52,-48.88,1507.24,-578.04,0.19,12.21,2.61,1.26,9.23,100
1543349,143.89,1207,944,263,599.54,-361.42,18362.14,-8564.63,0.15,12.12,2.14,8.12,1.88,97
1915229,113.92,777,555,222,26.6,-28.08,1949.49,-920.38,0.17,31.25,2.12,1.32,5.88,99
871735,103.34,901,609,292,25.75,-44.06,1949.24,-1742.56,0.07,2.07,1.12,0.23,13.73,99
1839898,98.86,354,234,120,14.7,-15.46,338.12,-239.26,0.11,2.99,1.41,0.28,18.72,92
1870146,167.18,191,149,42,592.94,-952.02,12295.82,-6302.31,0.21,6.3,1.95,31.38,36.04,38
1338807,496.28,473,391,82,11.68,-20.4,652.32,-239.18,0.26,9.32,2.73,0.87,2.17,0
1755063,98.53,2210,1494,716,63.54,-57.25,3059.48,-1742.89,0.14,7.85,1.76,0.6,4.25,67
1875453,183.98,53,40,13,6.31,-6.53,126.41,-34.47,0.58,6.91,3.67,1.73,36.54,100
1815102,161.69,147,115,32,2033.56,-8025.38,17913.19,-20908.93,-0.13,-0.3,0.86,-20.38,11.46,100
1843087,185.93,570,419,151,69.52,-20.91,1345.56,-606.83,0.2,9.32,2.22,1.3,22.49,98
1828093,142.69,148,127,21,29.47,-19.4,479.34,-113.08,0.49,18.88,4.24,2.47,22.89,0
1805452,165.95,155,132,23,23.43,-31.73,349.75,-79.43,0.33,8.52,4.4,1.74,29.94,0
1789589,90.56,1276,968,308,2257.92,-832.8,20807.11,-12670.78,0.08,3.4,1.64,6.38,1.93,100
1708098,93.04,337,197,140,53.94,-22.64,886.16,-561.05,0.16,3.27,1.58,0.96,6.33,100
1202927,88.26,1232,811,421,23.2,-42.66,1831.09,-1454.29,0.1,1.44,1.26,0.31,-0.4,87
1713835,60.51,280,206,74,10.34,-34.76,221.55,-196.96,0.08,0.25,1.12,0.09,-18.15,100
1648082,91.49,1509,1107,402,39.76,-43.31,4767.86,-2938.16,0.15,42.25,1.62,1.21,4.3,97
1880838,99.07,129,73,56,20.01,-18.44,334.21,-198.95,0.19,1.82,1.68,1.05,31.04,0
1878904,470.78,96,69,27,166.02,-42.62,1645.7,-252.27,0.5,12.31,6.52,14.51,36.06,0
1831201,350.33,609,545,64,163.05,-181.14,6577.49,-2604.86,0.28,3.33,2.53,6.52,11.7,0
1802210,92.9,807,551,256,175.19,-77.68,4393.74,-1558.78,0.2,32.1,2.82,3.51,7.27,100
1757335,625.74,329,266,63,412.29,-130.5,5509.83,-2558.11,0.27,16.71,2.15,8.97,6.26,100
1871277,65.31,138,84,54,24.94,-18.95,388.24,-299.25,0.12,0.8,1.3,0.64,-29.04,0
1829136,98.97,352,256,96,81.46,-18.97,1210.25,-527.29,0.21,6.22,2.3,1.94,7.65,75
1771966,88.9,809,523,286,111.64,-32.94,3289.89,-1862.57,0.16,3.23,1.77,1.76,4.34,100
1527809,123.17,1582,1145,437,878,-477.14,21121.99,-13938.84,0.07,4.46,1.52,4.54,13.25,90
1071496,270.54,10457,7383,3074,1455.3,-228.78,34621.56,-20347.25,0.04,9.78,1.7,1.37,3.23,100
1266385,57.59,5506,3567,1939,7.28,-9.45,2089.2,-1922.74,0.05,1.37,1.09,0.03,-18.39,99
1689186,87.71,555,419,136,189.77,-63.87,3574.23,-1869.97,0.19,10.61,1.91,3.07,6.31,97
1735923,56.74,773,596,177,42.31,-61.24,3502.66,-3108.08,0.07,1.1,1.13,0.51,-18.32,99
762818,73.53,1408,689,719,529.97,-526.13,80817.5,-73467.17,0.06,1.29,1.1,5.22,-5.06,99
1711692,85.29,1487,1119,368,197.42,-58.58,3082.49,-1175.89,0.15,13.38,2.62,1.28,2.65,99
1790385,222.7,273,207,66,985.05,-580.33,14972.61,-6674.01,0.31,9,2.24,30.4,25.54,98
1759163,104.37,634,357,277,7925.75,-8061,208042.2,-155879.54,0.08,2.73,1.33,82.28,6.06,0
1851320,93.91,328,257,71,19.35,-18.81,457.19,-185.97,0.27,11.42,2.46,0.83,18.3,46
1731012,170.39,4247,2428,1819,327.5,-89.39,12037.36,-6925.68,0.09,13.72,1.74,1.2,13.28,99
810657,234.57,33691,27901,5790,445,-1228,440825,-392614,0.02,4.91,1.12,1.43,2.27,99
1067812,198.52,468,342,126,18.86,-13.53,276.83,-155.71,0.22,4.02,1.78,0.26,1.53,99
1838707,92.08,173,123,50,88.33,-95.63,1761.67,-840.99,0.23,6.13,2.09,5.32,33.27,98
1907548,90.47,229,152,77,68.16,-27.09,1417.78,-586.71,0.31,5.12,2.42,3.63,27.16,100
865902,76.84,3838,2908,930,86.89,-87.12,13174.19,-6578.04,0.19,8.3,2,1.72,2.8,76
1365004,132.64,1807,1635,172,211.59,-129.32,5392.37,-2473.18,0.15,9.89,2.18,1.62,3.99,98
1416781,294.42,2529,2007,522,248.91,-93.66,7378.46,-4481.73,0.11,12.26,1.65,1.15,3.24,100
1841158,142.23,165,124,41,131.76,-29.13,1023.56,-356.86,0.29,5.96,2.87,4.04,10.4,95
1825144,161.98,970,673,297,202.44,-207.36,12204.69,-10188.43,0.06,1.61,1.2,2.08,9.38,93
1765418,80.16,595,419,176,159.6,-76.9,2326.65,-1525.03,0.14,3.89,1.53,1.35,5.42,98
1694904,112.48,4462,3058,1404,101.48,-143.03,25561.3,-21246.07,-0.01,5.76,1.2,0.97,-10.59,98
1797249,-59.21,166,137,29,6.5,-72.13,126.8,-186.6,-0.04,-0.43,0.68,-0.36,-75.63,100
85278,68.27,715,574,141,151.9,-72.64,3099.64,-2921.47,0.06,0.27,1.06,0.25,-6.99,99
1733248,94.9,248,179,69,164.04,-88.16,2157.67,-751.8,0.25,4.97,2.87,5.67,7.43,100
1829290,178.68,662,519,143,263.7,-246.3,17268.76,-5856.43,0.32,14.15,2.95,17.24,27.38,54
991766,102.03,4176,2765,1411,1356,-384,202643.01,-187370.02,0.02,1.45,1.08,3.66,5.55,100
1808069,101.94,378,314,64,746.83,-2944.33,25126.67,-9291.99,0.28,3.55,2.7,41.89,7.52,45
1905017,88.16,923,746,177,48.74,-119.5,2347.44,-1606.75,0.12,1.62,1.46,0.8,25.24,0
1833165,83.5,966,722,244,277.88,-153.27,8388.79,-4282,0.15,8.99,1.96,4.25,18.36,99
1625519,72.64,640,467,173,695.29,-218.26,7722.55,-4816.8,0.1,3.55,1.6,4.54,2.7,99
1721298,92.57,121,86,35,698.79,-443.95,7551.32,-4450.05,0.19,2.85,1.7,25.63,7.26,95
1863393,149.6,92,49,43,165.2,-24,866.08,-354.15,0.25,4.56,2.45,5.56,57.3,0
1774483,113.14,5499,3669,1830,213.54,-242.76,30671.08,-24510.06,0.09,3.03,1.25,1.12,-8.18,99
1759237,64.22,722,546,176,36.2,-366.94,2116.69,-1678.84,0.15,1.19,1.26,0.61,-37.84,83
1800209,74.71,1340,738,602,604.8,-602.2,33311.28,-28457.08,0.06,6.55,1.17,3.62,8.59,0
1755222,72.5,1539,1193,346,22.28,-29.31,2355.53,-1406.07,0.14,32.39,1.68,0.62,6.56,99
1684879,71.22,1037,786,251,585.66,-452.98,7982.24,-6201.63,0.05,1.09,1.29,1.72,12.09,98
1774499,110.42,6440,4320,2120,580.85,-1585.85,64987.83,-57682,0.06,1.2,1.13,1.13,-9.62,99
1841341,220.43,120,89,31,188.63,-118.69,1036.66,-329,-0.08,5.04,3.15,5.9,45.05,8
1528382,127.43,6371,4270,2101,60.62,-50.83,5384.18,-4071.91,0.09,4.68,1.32,0.21,0.18,100
1915165,69.64,446,238,208,303.64,-39.38,4921.4,-3528.51,0.12,2.99,1.39,3.12,5.05,30
1584829,76.28,473,391,82,155.65,-172.57,5505.63,-1701.44,0.35,15.08,3.24,8.04,4.57,100
1735949,103.25,1980,1645,335,45.61,-114,6439,-2843.32,0.26,4.42,2.26,1.82,-0.29,97
1870897,146.09,1086,783,303,141.12,-95.21,3502.21,-1830.86,0.15,9.76,1.91,1.54,19.82,83
1774608,67.46,2014,1553,461,156.17,-113.4,6321.25,-3188.81,0.18,4.57,1.98,1.56,2.35,98
1908555,138.19,915,635,280,76.62,-65.73,7211.88,-4261.64,0.24,8.47,1.69,3.22,6.06,0
1795088,138.99,363,264,99,138.96,-49.08,2270.51,-827.28,0.25,14.07,2.74,3.98,31.37,76
1856475,73.37,229,177,52,14.33,-7.48,269.84,-113.97,0.36,11,2.37,0.68,15.79,93
1613282,66.02,294,202,92,46.2,-20.13,1061.28,-477.74,0.24,11.43,2.22,1.98,4.43,63
1826332,76.57,214,173,41,26.37,-18.07,658.28,-280.98,0.31,3.39,2.34,1.76,14.76,100
1729960,67.84,185,162,23,21.67,-54.22,424.51,-288.83,0.12,1.87,1.47,0.73,-3.36,0
1840643,78.03,578,386,192,27.48,-20.4,1295.83,-755.53,0.18,6.14,1.72,0.93,20.07,0
1803247,76.44,453,380,73,4534.39,-1058.82,38419.46,-19308.58,0.13,4.87,1.99,42.19,11.28,100
1080741,61,1743,1174,569,123.83,-217.88,11027.02,-7934.45,0.11,3.57,1.39,1.77,-3.31,93
1864807,135.73,4116,2373,1743,3097.9,-2911.16,126029.85,-93591.65,0.04,6.03,1.35,7.88,4.03,99
1822481,68.85,335,265,70,1082.69,-937.2,10836.73,-5267.96,0.13,2.9,2.06,16.62,3.45,72
1768504,67.65,557,398,159,1157.2,-327.12,15088.65,-8906.66,0.14,5.19,1.69,11.1,7.81,100
1833588,134.03,940,679,261,3135.71,-1107.94,53503.57,-35648.41,0.08,4.95,1.5,18.99,24.55,99
1875442,87.47,110,64,46,118.72,-133.94,2412.61,-921.82,0.32,3.47,2.62,13.55,25.37,59
1823061,73.2,387,253,134,51.38,-19.54,1230.29,-498.46,0.28,15.1,2.47,1.89,13.85,100
1515522,106.11,2638,1878,760,40.04,-57.02,4062.5,-3509.78,0.07,2.31,1.16,0.21,-3.25,98
1757206,63.58,268,221,47,3586.28,-3260.4,74159.49,-44054.68,0.18,2.53,1.68,112.33,3.27,100
1881815,164.62,126,98,28,25.4,-16.31,519.18,-158.17,0.55,7.78,3.28,2.87,50.64,82
1891738,137.53,225,150,75,2618.66,-1414.59,26542.49,-13088.05,0.2,2.83,2.03,59.8,62.22,13
1838059,73.3,1246,1034,212,646.55,-170.4,19391.75,-8919.52,0.18,19.66,2.17,8.4,13.58,94
